message,category_id,category_name,reasoning,award_date
"Hi Jake, I just wanted to say thank you for giving me a hand, actually, for taking on the automation",B,Innovation & Business Impact,Driving innovation and business results,
"Before this year ends, I want to thank you both — Sarah and Emma — for always taking the time to exp",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi ladies, I want to say a huge thank you for all your help throughout the year. Your willingness to",D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus! Our cultural energizer who is always celebrating others and planning special gatherings, and",F,Social Responsibility & Culture,Community and social impact,
Happy Birthday Maya! Hope you have a great day!,E,Professional Excellence,Strong professional contribution,
"Alex and Jordan, I wanted to take a moment to thank you both for your proactive support when the cus",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hi Alex, I just wanted to take a moment to thank you for going above and beyond in helping me unders",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey team, I just want to say a big thank you for all the effort over the past week, tackling challen",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you all for your collaboration and persistence in bringing the MegaMart digital gift card live,C,Customer & Client Focus,Exceptional customer service and relationships,
"Hi Sofia, Thank you so much for the first-hand update on the new gift card additions to our store. W",C,Customer & Client Focus,Exceptional customer service and relationships,
thanks for helping me triage a potential component library single-select focus issue based on your e,D,Teamwork & Collaboration,Strong collaboration and team support,
I just wanted to take a moment to thank you for your continued partnership and support. I truly appr,D,Teamwork & Collaboration,Strong collaboration and team support,
"Riley/Sam, in the last few months you both moved from Team Phoenix to Team Velocity and temporarily ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Legends, I want to take a moment to thank each of you for your incredible hard work over the Thanksg",E,Professional Excellence,Professional excellence and expertise,
"Team, I want to take a moment to recognize the incredible effort you've put in over the Thanksgiving",C,Customer & Client Focus,Exceptional customer service and relationships,
Thanks Taylor for all your support working together on the annual review system. It has been great w,D,Teamwork & Collaboration,Strong collaboration and team support,
"Chris, I wanted to take a moment to thank you for being such an amazing, supportive partner during o",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, I want to recognise the incredible perseverance and energy you've all shown as we approach thi",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you Morgan for covering the compliance review tasks while I was OOO last week! A huge amount o,A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thank you Casey for putting together a comprehensive accessibility design pattern document on landma,D,Teamwork & Collaboration,Strong collaboration and team support,
thank you Jamie for your help with the branding questions I had around the annual review system bann,D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi all,   Just wanted take a moment to say thank for month-end prep and working through an unusual b",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thank you both so much for stepping in and making sure everything was covered yesterday while I was ,D,Teamwork & Collaboration,Strong collaboration and team support,
Well done Marcus for automating the long standing corporate spend guidance reports. These were some ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Tyler, thank you for your speedy response and resolution to my ticket management system request. I h",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hey Team,   I want to take a moment to thank each of you for your incredible hard work over the Than",E,Professional Excellence,Professional excellence and expertise,
"Hi Emma, I just wanted to take a moment to send a huge thank you for everything you've done with the",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thanks Ryan for your  proactive monitoring during the Cyber Monday  period. Your quick decision to i,C,Customer & Client Focus,Exceptional customer service and relationships,
Thanks a million for supporting our recruitment recently for our newest software engineer. Really ap,D,Teamwork & Collaboration,Strong collaboration and team support,
"David, thank you for your partnership and the calming, thoughtful technical leadership you've brough",D,Teamwork & Collaboration,Strong collaboration and team support,
I want to take a moment to thank each of you for your hard work over the Thanksgiving and Black Frid,C,Customer & Client Focus,Exceptional customer service and relationships,
"Alex, I want to take a moment to recognize the outstanding work you put into organizing and executin",D,Teamwork & Collaboration,Strong collaboration and team support,
I want to take a moment to thank each of you for your incredible hard work over the Thanksgiving and,E,Professional Excellence,Professional excellence and expertise,
I want to take a moment to thank each of you for your incredible hard work over the Thanksgiving and,E,Professional Excellence,Professional excellence and expertise,
"Team, I just wanted to thank you all for the hard work and diligence over this thanksgiving weekend.",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you all for successfully delivering the Budget Management 2.0 fix for TechCorp. This work is a,E,Professional Excellence,Professional excellence and expertise,
Thank you for the collaboration on the Wellness creative! The Client Engagement and Customer Excelle,C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you both for your support on the most recent GlobalTech review. We were tasked with sharing su,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you all so much for your support on IndustryCorp's most recent account review. I was nervous h,D,Teamwork & Collaboration,Strong collaboration and team support,
I'd love to recognise Jessica for being an exceptional onboarding buddy over the past month (and ong,D,Teamwork & Collaboration,Strong collaboration and team support,
"Nathan,  thank you for your partnership and collaboration on all things Phoenix & Vector over the pa",D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex- I can't thank you enough for your support over the last month, during my Mid Market interview ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus, a long overdue recognition for your leadership and being the glue that holds everything on t",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sam, thank you for structuring and rolling out Nexus's new and improved release process. The team we",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jordan, it's difficult to imagine you joined the team only a few months ago!  you've been contributi",D,Teamwork & Collaboration,Strong collaboration and team support,
Taylor I want to recognise all the wonderful work you do keeping the Analytics teams quality in chec,E,Professional Excellence,Professional excellence and expertise,
"Riley, I wanted to send my gratitude and appreciation for your ownership of the user level aggregati",C,Customer & Client Focus,Exceptional customer service and relationships,
"Casey, thanks for all your help and support to date with Analytics's recruitment challenges... there",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for supporting Security week on behalf of Analytics - the team has some high priorities at,D,Teamwork & Collaboration,Strong collaboration and team support,
I just want to take a moment to say a big thank you to all of you for the incredible collaboration a,D,Teamwork & Collaboration,Strong collaboration and team support,
"Morgan, I want to recognise the wonderful work you've been doing on productionising the New Skills V",E,Professional Excellence,Resilience and adaptability,
"Thank you for making an impact so quickly after joining the Nexus team, it's a hectic time right now",D,Teamwork & Collaboration,Strong collaboration and team support,
"This month, the Velocity team has truly knocked it out of the park! Your relentless focus and commit",C,Customer & Client Focus,Exceptional customer service and relationships,
"Jamie, thank you for all the time, effort and of course detail you put into supporting the Data team",D,Teamwork & Collaboration,Strong collaboration and team support,
"Chris, BIG thanks for all your help and support of late supporting the Nexus team to get their New a",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much for covering for me while I was out of the office Thanksgiving week! I have a uniq,D,Teamwork & Collaboration,Strong collaboration and team support,
I want to congratulate and thank you all for the successful release of the Semantic Search feature f,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hi Drew, I wanted to express my gratitude for the work you've done in building such a useful AI tool",D,Teamwork & Collaboration,Strong collaboration and team support,
Blake! Thank you so much for updating bank details in our financial system for Northern Insurance Gr,D,Teamwork & Collaboration,Strong collaboration and team support,
"Quinn, thank you for your time today to discuss some actions and review feedback and work towards re",C,Customer & Client Focus,Exceptional customer service and relationships,
"Well done team on completing Phase 2 testing, from requests, assessments, testing, peer review, issu",D,Teamwork & Collaboration,Strong collaboration and team support,
