award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00153,EMP0029,EMP0030,Teamwork & Collaboration Award,"Your teamwork, hustle, and positive energy made a massive difference. I'm still in awe of that recor",D,Strong collaboration and team support,2025-12-04,571,Approved
AWD00154,EMP0044,EMP0033,Teamwork & Collaboration Award,"Maya and Sam, I just want to call out the fantastic collaboration between the Benefits team and the",D,Strong collaboration and team support,2025-08-04,862,Approved
AWD00155,EMP0055,EMP0018,Teamwork & Collaboration Award,I want to take a moment to recognize the incredible partnership between Workplace Experience and FP&,D,Strong collaboration and team support,2025-11-21,262,Approved
AWD00156,EMP0043,EMP0018,Teamwork & Collaboration Award,"Claire and Jessica, I wanted to take a moment to thank you both for your incredible partnership thro",D,Strong collaboration and team support,2025-08-23,1926,Approved
AWD00157,EMP0035,EMP0007,Professional Excellence Award,"Team, huge congrats on delivering such an incredible family festive event, with a very special visit",E,Professional excellence and expertise,2025-04-03,1413,Approved
AWD00158,EMP0001,EMP0002,Teamwork & Collaboration Award,"I would like to extend a big thank you to this HX team for all your support, partnership and collabo",D,Strong collaboration and team support,2025-08-05,262,Approved
AWD00159,EMP0056,EMP0009,Professional Excellence Award,Appreciate you adjusting the time to make it possible for the kids to see Santa in the office. The k,E,Strong professional contribution,2025-06-14,698,Approved
AWD00160,EMP0045,EMP0002,Leadership & Management Award,"Hi Jordan and Casey,  I want to take a moment, on behalf of the Customer Service Leadership team, to",A,Demonstrated strong leadership and mentoring,2025-01-28,1383,Approved
AWD00161,EMP0057,EMP0002,Teamwork & Collaboration Award,"As we wrap up the year, I want to take a moment to recognise everyone. The way we show up for each o",D,Strong collaboration and team support,2025-04-04,745,Approved
AWD00162,EMP0023,EMP0046,Teamwork & Collaboration Award,Marcus thank you so much for your support and walkthrough sessions for DataView VAT Reports for Euro,D,Strong collaboration and team support,2025-01-12,381,Approved
AWD00163,EMP0027,EMP0014,Leadership & Management Award,"Oliver, Sarah, and James, I want to take a moment to thank you for the way you showed up to our half",A,Demonstrated strong leadership and mentoring,2025-06-13,305,Approved
AWD00164,EMP0002,EMP0060,Teamwork & Collaboration Award,Just wanted to say thanks to you all for being the best colleagues anyone could hope for. It was a c,D,Strong collaboration and team support,2025-12-18,134,Approved
AWD00165,EMP0003,EMP0004,Teamwork & Collaboration Award,"Emma, thank you for your continued support this year on different projects - Regional Compliance Rep",D,Strong collaboration and team support,2025-03-11,1013,Approved
AWD00166,EMP0036,EMP0050,Leadership & Management Award,Daniel!! There are many many reasons why I'm so grateful to work with you. I was only singing your p,A,Demonstrated strong leadership and mentoring,2025-01-14,397,Approved
AWD00167,EMP0049,EMP0008,Teamwork & Collaboration Award,Guys just wanted to take the time to thank you all for working together over the last 12 months. Dig,D,Strong collaboration and team support,2025-06-13,1252,Approved
AWD00168,EMP0060,EMP0019,Teamwork & Collaboration Award,I just wanted to say thank you for all the great work on accessibility for Customer Portal last spri,D,Strong collaboration and team support,2025-12-08,1266,Approved
AWD00169,EMP0040,EMP0003,Teamwork & Collaboration Award,"Adrian, I just wanted to say how grateful I am to work with you. You've been with us for over three",D,Strong collaboration and team support,2025-11-20,1966,Approved
AWD00170,EMP0010,EMP0021,Teamwork & Collaboration Award,As we wrap up the year (and after these last few hectic weeks getting the reward cards stocked for t,D,Strong collaboration and team support,2025-02-18,1187,Approved
AWD00171,EMP0056,EMP0060,Teamwork & Collaboration Award,I would like to extend my sincere thanks to you all for the tremendous work and collaboration throug,D,Strong collaboration and team support,2025-10-31,891,Approved
AWD00172,EMP0011,EMP0051,Teamwork & Collaboration Award,"As we close another year, I would like to sincerely thank you for the strong collaboration and partn",D,Strong collaboration and team support,2025-05-11,1256,Approved
AWD00173,EMP0037,EMP0003,Teamwork & Collaboration Award,It's not an easy thing to come together as a new team. Particularly when you have many different goa,D,Strong collaboration and team support,2025-09-23,1567,Approved
AWD00174,EMP0021,EMP0005,Professional Excellence Award,"Hi Priya, I just wanted to take a moment to thank you for your vigilance and quick thinking last Fri",E,Professional excellence and expertise,2025-12-04,1335,Approved
AWD00175,EMP0001,EMP0017,Professional Excellence Award,"Happy birthday from TechFlow Solutions, have a great day!",E,Strong professional contribution,2025-11-16,554,Approved
AWD00176,EMP0029,EMP0019,Professional Excellence Award,"Team, I couldn't have asked for a better group to accompany me on the journey of launching and demon",E,Professional excellence and expertise,2025-07-25,1208,Approved
AWD00177,EMP0054,EMP0017,Leadership & Management Award,This team continues to drive white glove service to TechCorp as they evolve how their leaders intera,A,Demonstrated strong leadership and mentoring,2025-04-18,1026,Approved
AWD00178,EMP0054,EMP0016,Teamwork & Collaboration Award,"Jordan, I wanted to take a minute to recognize your perseverance in leading the charge on AudioTech'",D,Strong collaboration and team support,2025-09-03,502,Approved
AWD00179,EMP0029,EMP0060,Teamwork & Collaboration Award,"Team, I want to express my gratitude for your incredible support in creating and delivering ChipTech",D,Strong collaboration and team support,2025-11-08,775,Approved
AWD00180,EMP0021,EMP0059,Teamwork & Collaboration Award,"Taylor & Sophie, I want to spotlight you for two reasons: (1) The excellent recognition program revi",D,Strong collaboration and team support,2025-01-01,1484,Approved
AWD00181,EMP0030,EMP0029,Leadership & Management Award,"Marcus, congratulations on successfully rolling out Smart Analytics to all of your customers! You we",A,Demonstrated strong leadership and mentoring,2025-04-11,1397,Approved
AWD00182,EMP0025,EMP0024,Teamwork & Collaboration Award,"Sarah, Michael, Marcus - fantastic work on your 2025 customer award winners! Sarah, Meridian Corp ha",D,Strong collaboration and team support,2025-12-25,540,Approved
AWD00183,EMP0041,EMP0058,Teamwork & Collaboration Award,"Team, I wanted to send a shout out to the post-launch Apex Healthcare team as we cross the 90 day ma",D,Strong collaboration and team support,2025-09-03,1993,Approved
AWD00184,EMP0013,EMP0022,Teamwork & Collaboration Award,"Team, as we cross the 90 day mark with TechGlobal, I wanted to give a huge shout out to this team fo",D,Strong collaboration and team support,2025-01-11,1151,Approved
AWD00185,EMP0008,EMP0019,Professional Excellence Award,"Alex, you've been phenomenal in our two recent major contract extensions. You consistently bring sha",E,Professional excellence and expertise,2025-09-15,1907,Approved
AWD00186,EMP0059,EMP0019,Teamwork & Collaboration Award,I wanted to take a moment to thank you all for your recent help with fixing Vertex Solutions' file t,D,Strong collaboration and team support,2025-11-02,1337,Approved
AWD00187,EMP0002,EMP0058,Teamwork & Collaboration Award,Team - I had the pleasure of presenting at today's TS Monthly All-hands about what a successful TSS/,D,Strong collaboration and team support,2025-03-12,124,Approved
AWD00188,EMP0047,EMP0009,Professional Excellence Award,I feel incredibly lucky and grateful to have had the privilege of working so closely with you three,E,Professional excellence and expertise,2025-07-22,1312,Approved
AWD00189,EMP0003,EMP0042,Professional Excellence Award,"Hi Cameron, Thank you so much for your quick adoption of the changes in your pipeline for both the A",E,Resilience and adaptability,2025-08-26,1906,Approved
AWD00190,EMP0055,EMP0022,Leadership & Management Award,This teams relationship with Pinnacle Financial has driven the request for TalentFlow to present at,A,Demonstrated strong leadership and mentoring,2025-06-10,1499,Approved
AWD00191,EMP0028,EMP0005,Leadership & Management Award,​A quick note from home to wish you all a Merry Christmas and a wonderful New Year! ​Thank you so mu,A,Demonstrated strong leadership and mentoring,2025-02-08,756,Approved
AWD00192,EMP0046,EMP0028,Teamwork & Collaboration Award,"As we approach the end of the year and take stock, I want to express my heartfelt thanks to each of",D,Strong collaboration and team support,2025-12-18,112,Approved
AWD00193,EMP0052,EMP0014,Teamwork & Collaboration Award,"Hi Jordan, I just wanted to take a moment to thank you for handling the new Marketplace supplier cas",D,Strong collaboration and team support,2025-03-16,519,Approved
AWD00194,EMP0060,EMP0001,Leadership & Management Award,"Happy Birthday Blake! I hope you have the best day ever, filled with lots of fun, family time and la",A,Demonstrated strong leadership and mentoring,2025-12-05,1930,Approved
AWD00195,EMP0023,EMP0036,Teamwork & Collaboration Award,"Ryan, on behalf of the entire Night Shift Team, we want to extend a genuine and heartfelt thank you",D,Strong collaboration and team support,2025-11-16,684,Approved
AWD00196,EMP0023,EMP0016,Teamwork & Collaboration Award,"On behalf of the customer service leadership and management team, I would like to take a moment to e",D,Strong collaboration and team support,2025-04-13,722,Approved
AWD00197,EMP0042,EMP0011,Teamwork & Collaboration Award,"Hi Ryan, I wanted to take a moment to thank you for the individual training session. I greatly appre",D,Strong collaboration and team support,2025-11-10,1683,Approved
AWD00198,EMP0012,EMP0006,Teamwork & Collaboration Award,"Sam, I want to say a huge thank you for assisting me with investigating the issue that arose regardi",D,Strong collaboration and team support,2025-04-16,551,Approved
AWD00199,EMP0027,EMP0054,Teamwork & Collaboration Award,"Folks, this award is way overdue for all the help and support we got from you guys during the year.",D,Strong collaboration and team support,2025-01-13,612,Approved
AWD00200,EMP0057,EMP0032,Teamwork & Collaboration Award,"Thank you everyone for an efficient and smooth sprint. The collaboration was outstanding, and the gr",D,Strong collaboration and team support,2025-01-18,861,Approved
AWD00201,EMP0002,EMP0047,Leadership & Management Award,Thank you for managing the call on one of the times this customer called while she was really angry,A,Demonstrated strong leadership and mentoring,2025-06-10,104,Approved
AWD00202,EMP0035,EMP0003,Leadership & Management Award,I want to take a moment to recognize the incredible work our focus group has accomplished since Marc,A,Demonstrated strong leadership and mentoring,2025-05-16,1446,Approved
